CÓDIGO,NOME,IMAGEM,CNPJ,SETOR ECONÔMICO,SUBSETOR,SEGMENTO / ADM / PAÍS,TIPO,SEGMENTO
MTD,Mettler-Toledo International Inc,,,,,EUA,Stock,
MTDR,Matador Resources Co,,,,,EUA,Stock,
MTEX,Mannatech Inc,,,,,EUA,Stock,
MTG,MGIC Investment Corp,,,,,EUA,Stock,
MTH,Meritage Homes Corp,,,,,EUA,Stock,
MTL,Metals Exploration Plc,,,,,EUA,Stock,
MTLS,Materialise NV - ADR,,,,,EUA,Stock,
MTN,Vail Resorts Inc,,,,,EUA,Stock,
MTR,Mesa Royalty Trust,,,,,EUA,Stock,
MTRN,Materion Corp,,,,,EUA,Stock,
MTRX,Matrix Service Co,,,,,EUA,Stock,
MTSI,MACOM Technology Solutions Holdings Inc,,,,,EUA,Stock,
MTW,Manitowoc Company Inc,,,,,EUA,Stock,
MTX,Minerals Technologies Inc,,,,,EUA,Stock,
MTZ,MasTec Inc,,,,,EUA,Stock,
MU,Micron Technology Inc,,,,,EUA,Stock,
MUFG,Mitsubishi UFJ Financial Group Inc,,,,,EUA,Stock,
MUR,Murphy Oil Corp,,,,,EUA,Stock,
MUSA,Murphy USA Inc,,,,,EUA,Stock,
MUX,McEwen Inc,,,,,EUA,Stock,
MVBF,MVB Financial Corp,,,,,EUA,Stock,
MVIS,Microvision Inc,,,,,EUA,Stock,
MVO,MV Oil Trust,,,,,EUA,Stock,
MWA,Mueller Water Products Inc,,,,,EUA,Stock,
MX,Magnachip Semiconductor Corp,,,,,EUA,Stock,
MXL,Maxlinear Inc,,,,,EUA,Stock,
MYE,Myers Industries Inc,,,,,EUA,Stock,
MYFW,First Western Financial Inc,,,,,EUA,Stock,
MYGN,Myriad Genetics Inc,,,,,EUA,Stock,
MYRG,MYR Group Inc,,,,,EUA,Stock,
MYSZ,My Size Inc,,,,,EUA,Stock,
NAII,Natural Alternatives International Inc,,,,,EUA,Stock,
NAT,Nordic American Tankers Ltd,,,,,EUA,Stock,
NATH,Nathan's Famous Inc,,,,,EUA,Stock,
NATI,YieldMax Future of Dfnc Option Inc UCITS ETF USD D,,,,,EUA,Stock,
NATR,Nature's Sunshine Products Common Stock,,,,,EUA,Stock,
NAV,Navco Pharmaceuticals Inc,,,,,EUA,Stock,
NAVI,Navient Corp,,,,,EUA,Stock,
NBHC,National Bank Holdings Corp,,,,,EUA,Stock,
NBIX,"Neurocrine Biosciences, Inc",,,,,EUA,Stock,
NBN,Northeast Bank,,,,,EUA,Stock,
NBR,Nabors Industries Ltd,,,,,EUA,Stock,
NBSE,NeuBase Therapeutics Ord Shs,,,,,EUA,Stock,
NBTB,NBT Bancorp Inc,,,,,EUA,Stock,
NC,NACCO Industries Inc,,,,,EUA,Stock,
NCLH,Norwegian Cruise Line Holdings Ltd,,,,,EUA,Stock,
NCMI,"National CineMedia, Inc.",,,,,EUA,Stock,
NCNA,NuCana PLC,,,,,EUA,Stock,
NCNO,nCino Inc,,,,,EUA,Stock,
NCSM,NCS Multistage Holdings Inc,,,,,EUA,Stock,
NCTY,The9 Ltd,,,,,EUA,Stock,
NDAQ,Nasdaq Inc,,,,,EUA,Stock,
NDLS,Noodles & Co,,,,,EUA,Stock,
NDRA,ENDRA Life Sciences Inc,,,,,EUA,Stock,
NDSN,Nordson Corp,,,,,EUA,Stock,
NEE,NextEra Energy Inc,,,,,EUA,Stock,
NEGG,Newegg Commerce Inc,,,,,EUA,Stock,
NEM,Newmont Corporation,,,,,EUA,Stock,
NEO,"NeoGenomics, Inc.",,,,,EUA,Stock,
NEOG,Neogen Corp,,,,,EUA,Stock,
NEON,Neonode Inc,,,,,EUA,Stock,
NEPH,Nephros Inc,,,,,EUA,Stock,
NERV,Minerva Neurosciences Inc,,,,,EUA,Stock,
NESR,National Energy Services Reunited Corp,,,,,EUA,Stock,
NET,Cloudflare Inc,,,,,EUA,Stock,
NEU,Newmarket Corp,,,,,EUA,Stock,
NEWT,NewtekOne Inc,,,,,EUA,Stock,
NEWTI,NewtekOne 8 00 Fixed Rate Senior Notes due 2028,,,,,EUA,Stock,
NEXA,Nexa Resources SA,,,,,EUA,Stock,
NEXT,Nextdecade Corp,,,,,EUA,Stock,
NFBK,Northfield Bancorp Inc,,,,,EUA,Stock,
NFE,New Fortress Energy Inc,,,,,EUA,Stock,
NFG,National Fuel Gas Co,,,,,EUA,Stock,
NFLX,Netflix Inc,,,,,EUA,Stock,
NGL,NGL Energy Partners LP Unit,,,,,EUA,Stock,
NGS,"Natural Gas Services Group, Inc. Common Stock",,,,,EUA,Stock,
NGVC,Natural Grocers by Vitamin Cottage Inc,,,,,EUA,Stock,
NGVT,Ingevity Corp,,,,,EUA,Stock,
NH,Narayana Hrudayalaya Ltd,,,,,EUA,Stock,
NHIC,NewHold Investment Corp III,,,,,EUA,Stock,
NHICU,Newhold Investment III Units,,,,,EUA,Stock,
NHICW,Newhold Investment Corp III,,,,,EUA,Stock,
NHTC,Natural Health Trends Corp,,,,,EUA,Stock,
NI,NiSource Inc,,,,,EUA,Stock,
NICE,Nice Ltd,,,,,EUA,Stock,
NICK,Charnic Capital Tbk PT,,,,,EUA,Stock,
NINE,Nine Energy Service Inc,,,,,EUA,Stock,
NIO,Nio Inc - ADR,,,,,EUA,Stock,
NIU,Niu Technologies - ADR,,,,,EUA,Stock,
NJR,New Jersey Resources Corp,,,,,EUA,Stock,
NK,Imerys SA,,,,,EUA,Stock,
NKE,Nike Inc,,,,,EUA,Stock,
NKSH,National Bankshares Inc,,,,,EUA,Stock,
NKTR,Nektar Therapeutics,,,,,EUA,Stock,
NKTX,Nkarta Inc,,,,,EUA,Stock,
NL,NLI Holdings Inc,,,,,EUA,Stock,
NLOK,Gen Digital Inc,,,,,EUA,Stock,
NMFC,New Mountain Finance Corp.,,,,,EUA,Stock,
NMIH,NMI Holdings Inc,,,,,EUA,Stock,
NMM,Navios Maritime Partners L.P.,,,,,EUA,Stock,
NMR,Nomura Holdings Inc,,,,,EUA,Stock,
NMRD,Nemaura Medical Inc,,,,,EUA,Stock,
NMRK,Newmark Group Inc,,,,,EUA,Stock,
NNA,Magellan Financial Group Ltd,,,,,EUA,Stock,
NNBR,NN Inc,,,,,EUA,Stock,
NNDM,Nano Dimension Ltd - ADR,,,,,EUA,Stock,
NNI,Nelnet Inc,,,,,EUA,Stock,
NNOX,Nano-X Imaging Ltd,,,,,EUA,Stock,
NOA,North American Construction Group Ltd,,,,,EUA,Stock,
NOAH,Noah Holdings Limited,,,,,EUA,Stock,
NOC,Northrop Grumman Corp,,,,,EUA,Stock,
NODK,NI Holdings Inc,,,,,EUA,Stock,
NOK,Nokia Oyj,,,,,EUA,Stock,
NOMD,Nomad Foods Ltd,,,,,EUA,Stock,
NOV,Nov Inc,,,,,EUA,Stock,
NOVA,EraNova Metals Inc,,,,,EUA,Stock,
NOVN,Novartis AG,,,,,EUA,Stock,
NOVT,Novanta Inc,,,,,EUA,Stock,
NOW,ServiceNow Inc,,,,,EUA,Stock,
NP,Neptune Insurance Holdings Inc,,,,,EUA,Stock,
NPA,Ekopark SA,,,,,EUA,Stock,
NPK,National Presto Industries Inc,,,,,EUA,Stock,
NPO,Enpro Inc,,,,,EUA,Stock,
NR,Next Re SIIQ SpA,,,,,EUA,Stock,
NRC,NRC Health,,,,,EUA,Stock,
NRG,NRG Energy Inc,,,,,EUA,Stock,
NRIM,Northrim BanCorp Inc,,,,,EUA,Stock,
NRIX,Nurix Therapeutics Inc,,,,,EUA,Stock,
NRP,Natural Resource Partners LP,,,,,EUA,Stock,
NRT,North European Oil Royalty Trust,,,,,EUA,Stock,
NSC,Norfolk Southern Corp,,,,,EUA,Stock,
NSCO,Norfolk Southern Corp,,,,,EUA,Stock,
NSIT,Insight Enterprises Inc,,,,,EUA,Stock,
NSP,Insperity Inc,,,,,EUA,Stock,
NSSC,Napco Security Technologies Inc,,,,,EUA,Stock,
NSYS,Nortech Systems Inc,,,,,EUA,Stock,
NTAP,NetApp Inc,,,,,EUA,Stock,
NTB,Bank of NT Butterfield & Son Ltd,,,,,EUA,Stock,
NTCT,NetScout Systems Inc,,,,,EUA,Stock,
NTEC,CECE NTR EUR,,,,,EUA,Stock,
NTES,NetEase Inc,,,,,EUA,Stock,
NTGR,NetGear Inc,,,,,EUA,Stock,
NTIC,Northern Technologies International Corporation Common Stock,,,,,EUA,Stock,
NTLA,Intellia Therapeutics Inc,,,,,EUA,Stock,
NTNX,Nutanix Inc,,,,,EUA,Stock,
NTR,Nutrien Ltd,,,,,EUA,Stock,
NTRA,Natera Inc,,,,,EUA,Stock,
NTRS,Northern Trust Corp,,,,,EUA,Stock,
NTRSO,Northern Trust DS Representing 1 1000th Non Cumulative Perpetual Pref Shs Series E,,,,,EUA,Stock,
NTWK,NetSol Technologies Inc,,,,,EUA,Stock,
NTZ,Natuzzi SpA,,,,,EUA,Stock,
NU,Nu Holdings Ltd.,,,,,EUA,Stock,
NUE,Nucor Corp,,,,,EUA,Stock,
NUS,NU Skin Enterprises Inc,,,,,EUA,Stock,
NUVA,Noratis AG,,,,,EUA,Stock,
NVAX,Novavax Inc,,,,,EUA,Stock,
NVCR,Novocure Ltd,,,,,EUA,Stock,
NVDA,NVIDIA Corp,,,,,EUA,Stock,
NVEC,NVE Corp,,,,,EUA,Stock,
NVGS,Navigator Holdings Ltd,,,,,EUA,Stock,
NVMI,Nova Ltd,,,,,EUA,Stock,
NVO,Novo Nordisk A/S,,,,,EUA,Stock,
NVR,NVR Inc,,,,,EUA,Stock,
NVRO,EnviroGold Global Ltd,,,,,EUA,Stock,
NVS,Novartis AG,,,,,EUA,Stock,
NVST,Envista Holdings Corp,,,,,EUA,Stock,
NVT,nVent Electric PLC,,,,,EUA,Stock,
NWBI,Northwest Bancshares Inc,,,,,EUA,Stock,
NWE,NorthWestern Energy Group Inc,,,,,EUA,Stock,
NWFL,Norwood Financial Corp,,,,,EUA,Stock,
NWG,Natwest Group PLC - ADR,,,,,EUA,Stock,
NWL,Newell Brands Inc,,,,,EUA,Stock,
NWN,Northwest Natural Holding Co,,,,,EUA,Stock,
NWPX,NWPX Infrastructure Inc,,,,,EUA,Stock,
NWS,News Corp Class B,,,,,EUA,Stock,
NWSA,News Corp Class A,,,,,EUA,Stock,
NX,Quanex Building Products Corp,,,,,EUA,Stock,
NXGN,Nextgen Biomed Ltd,,,,,EUA,Stock,
NXPI,NXP Semiconductors NV,,,,,EUA,Stock,
NXST,Nexstar Media Group Inc,,,,,EUA,Stock,
NXTC,NextCure Inc,,,,,EUA,Stock,
NYT,New York Times Co,,,,,EUA,Stock,
OBNK,Osprey Bonk Trust,,,,,EUA,Stock,
OC,Owens Corning,,,,,EUA,Stock,
OCC,Optical Cable Corp,,,,,EUA,Stock,
OCFC,OceanFirst Financial Corp,,,,,EUA,Stock,
OCG,Oriental Culture Holding Ltd,,,,,EUA,Stock,
OCGN,Ocugen Inc,,,,,EUA,Stock,
OCN,Oceana Metals Ltd,,,,,EUA,Stock,
OCSL,Oaktree Specialty Lending Corp,,,,,EUA,Stock,
OCUL,Ocular Therapeutix Inc,,,,,EUA,Stock,
ODC,Oil-Dri Corporation of America,,,,,EUA,Stock,
ODFL,Old Dominion Freight Line Inc,,,,,EUA,Stock,
OEC,Orion SA,,,,,EUA,Stock,
OESX,"Orion Energy Systems, Inc.",,,,,EUA,Stock,
OFED,Oconee Federal Financial Corp,,,,,EUA,Stock,
OFG,OFG Bancorp,,,,,EUA,Stock,
OFIX,Orthofix Medical Inc,,,,,EUA,Stock,
OFLX,Omega Flex Inc,,,,,EUA,Stock,
OGE,OGE Energy Corp,,,,,EUA,Stock,
OGI,Organigram Global Inc,,,,,EUA,Stock,
OGN,Organon & Co,,,,,EUA,Stock,
OGS,ONE Gas Inc,,,,,EUA,Stock,
OI,"O-i Glass, Inc",,,,,EUA,Stock,
OII,Oceaneering International Inc,,,,,EUA,Stock,
OIS,Oil States International Inc,,,,,EUA,Stock,
OKE,ONEOK Inc,,,,,EUA,Stock,
OKTA,Okta Inc,,,,,EUA,Stock,
OLB,OLB Group Inc,,,,,EUA,Stock,
OLED,Universal Display Corp,,,,,EUA,Stock,
OLLI,Ollie's Bargain Outlet Holdings Inc,,,,,EUA,Stock,
OLMA,Olema Pharmaceuticals Inc,,,,,EUA,Stock,
OLN,Olin Corp,,,,,EUA,Stock,
OLPX,Olaplex Holdings Inc,,,,,EUA,Stock,
OM,Outset Medical Inc,,,,,EUA,Stock,
OMAB,Grupo Arprtr dl Cntr Nrte SABdeCV,,,,,EUA,Stock,
OMC,Omnicom Group Inc,,,,,EUA,Stock,
OMCL,Omnicell Inc,,,,,EUA,Stock,
OMER,Omeros Corp,,,,,EUA,Stock,
OMEX,Odyssey Marine Exploration Inc,,,,,EUA,Stock,
OMF,OneMain Holdings Inc,,,,,EUA,Stock,
OMI,Orosur Mining Inc,,,,,EUA,Stock,
ON,ON Semiconductor Corp,,,,,EUA,Stock,
ONB,Old National Bancorp,,,,,EUA,Stock,
ONCY,Oncolytics Biotech Inc,,,,,EUA,Stock,
ONDS,Ondas Inc,,,,,EUA,Stock,
ONE,01 Quantum Inc,,,,,EUA,Stock,
ONEW,OneWater Marine Inc,,,,,EUA,Stock,
ONTO,Onto Innovation Inc,,,,,EUA,Stock,
ONTX,Ontex Group NV,,,,,EUA,Stock,
OOMA,Ooma Inc,,,,,EUA,Stock,
OPBK,OP Bancorp,,,,,EUA,Stock,
OPCH,Option Care Health Inc,,,,,EUA,Stock,
OPHC,OptimumBank Holdings Inc,,,,,EUA,Stock,
OPK,OPKO Health Inc,,,,,EUA,Stock,
OPRA,Opera Ltd,,,,,EUA,Stock,
OPRT,Oportun Financial Corp,,,,,EUA,Stock,
OPRX,OPTIMIZERx Corp,,,,,EUA,Stock,
OPTT,Ocean Power Technologies Inc,,,,,EUA,Stock,
OPY,Oppenheimer Holdings Inc,,,,,EUA,Stock,
OR,OR Royalties Inc,,,,,EUA,Stock,
ORA,"Ormat Technologies, Inc.",,,,,EUA,Stock,
ORCL,Oracle Corp,,,,,EUA,Stock,
ORGN,Origin Materials Inc,,,,,EUA,Stock,
ORGO,Organogenesis Holdings Inc,,,,,EUA,Stock,
ORGS,Orgenesis Inc,,,,,EUA,Stock,
ORI,Old Republic International Corp,,,,,EUA,Stock,
ORIC,ORIC Pharmaceuticals Inc,,,,,EUA,Stock,
ORLY,O'Reilly Automotive Inc,,,,,EUA,Stock,
ORMP,"Oramed Pharmaceuticals, Inc.",,,,,EUA,Stock,
ORN,Orion Group Holdings Inc,,,,,EUA,Stock,
ORRF,"Orrstown Financial Services, Inc. Common Stock",,,,,EUA,Stock,
OSBC,"Old Second Bancorp, Inc",,,,,EUA,Stock,
OSG,Octave Specialty Group Inc,,,,,EUA,Stock,
OSIS,OSI Systems Inc,,,,,EUA,Stock,
OSK,Oshkosh Corp,,,,,EUA,Stock,
OSPN,Onespan Inc,,,,,EUA,Stock,
OSS,One Stop Systems Inc,,,,,EUA,Stock,
OSUR,OraSure Technologies Inc,,,,,EUA,Stock,
OSW,OneSpaWorld Holdings Ltd,,,,,EUA,Stock,
OTEX,Open Text Corp,,,,,EUA,Stock,
OTIS,Otis Worldwide Corp,,,,,EUA,Stock,
OTLK,Outlook Therapeutics Inc,,,,,EUA,Stock,
OTLY,Oatly Group AB (publ) - ADR,,,,,EUA,Stock,
OTTR,Otter Tail Corp,,,,,EUA,Stock,
OVBC,Ohio Valley Banc Corp,,,,,EUA,Stock,
OVID,Ovid Therapeutics Inc,,,,,EUA,Stock,
OVLY,Oak Valley Bancorp,,,,,EUA,Stock,
OVV,Ovintiv Inc,,,,,EUA,Stock,
OXBR,Oxbridge Re Holdings Ltd,,,,,EUA,Stock,
OXBRW,Oxbridge Re Holdings,,,,,EUA,Stock,
OXM,Oxford Industries Inc,,,,,EUA,Stock,
OXSQ,Oxford Square Capital Corp,,,,,EUA,Stock,
OXY,Occidental Petroleum Corp,,,,,EUA,Stock,
OZK,Bank Ozk,,,,,EUA,Stock,
PAA,Plains All American Pipeline LP,,,,,EUA,Stock,
PAAS,Pan American Silver Corp,,,,,EUA,Stock,
PAC,Grupo Aeroportr dl Pcfco SAB de CV,,,,,EUA,Stock,
PACB,Pacific Biosciences of California Inc,,,,,EUA,Stock,
PACK,Ranpak Holdings Corp,,,,,EUA,Stock,
PACW,Amundi Prime All Country World UCITS Dist ETF,,,,,EUA,Stock,
PAE,PACCAR Inc,,,,,EUA,Stock,
PAG,Penske Automotive Group Inc,,,,,EUA,Stock,
PAGP,Plains GP Holdings LP,,,,,EUA,Stock,
PAGS,PagSeguro Digital Ltd,,,,,EUA,Stock,
PAHC,Phibro Animal Health Corp,,,,,EUA,Stock,
PAM,PAMPA ENERGIA SA,,,,,EUA,Stock,
PANL,Pangaea Logistics Solutions Ltd,,,,,EUA,Stock,
PANW,Palo Alto Networks Inc,,,,,EUA,Stock,
PAR,PAR Technology Corp,,,,,EUA,Stock,
PARR,Par Pacific Holdings Inc,,,,,EUA,Stock,
PASG,Passage Bio Inc,,,,,EUA,Stock,
PATH,UiPath Inc,,,,,EUA,Stock,
PATK,Patrick Industries Inc,,,,,EUA,Stock,
PAVM,PAVmed Inc,,,,,EUA,Stock,
PAX,Patria Investments Ltd,,,,,EUA,Stock,
PAYC,Paycom Software Inc,,,,,EUA,Stock,
PAYS,Paysign Inc,,,,,EUA,Stock,
PAYX,Paychex Inc,,,,,EUA,Stock,
PB,"Prosperity Bancshares, Inc",,,,,EUA,Stock,
PBA,Pembina Pipeline Corp,,,,,EUA,Stock,
PBC,Precise Biometrics AB,,,,,EUA,Stock,
PBF,PBF Energy Inc,,,,,EUA,Stock,
PBFS,Pioneer Bancorp Inc,,,,,EUA,Stock,
PBH,Prestige Consumer Healthcare Inc,,,,,EUA,Stock,
PBHC,Pathfinder Bancorp Inc (MARYLAND),,,,,EUA,Stock,
PBI,Pitney Bowes Inc,,,,,EUA,Stock,
PBIO,Pressure Biosciences Inc,,,,,EUA,Stock,
PBLA,Panbela Therapeutics Inc,,,,,EUA,Stock,
PBR,Petroleo Brasileiro ADR Reptg 2 Ord Shs,,,,,EUA,Stock,
PBT,Permian Basin Royalty Trust,,,,,EUA,Stock,
PBYI,Puma Biotechnology Inc,,,,,EUA,Stock,
PCAR,PACCAR Inc,,,,,EUA,Stock,
PCB,PCB Bancorp,,,,,EUA,Stock,
PCG,PG&E Corp,,,,,EUA,Stock,
PCOM,WisdomTree Broad Commodities UCITS ETF USD Acc,,,,,EUA,Stock,
PCOR,Procore Technologies Inc,,,,,EUA,Stock,
PCRX,Pacira Biosciences Inc,,,,,EUA,Stock,
PCSA,Processa Pharmaceuticals Inc,,,,,EUA,Stock,
PCTY,Paylocity Holding Corp,,,,,EUA,Stock,
PCVX,Vaxcyte Inc,,,,,EUA,Stock,
PCYO,Pure Cycle Corp,,,,,EUA,Stock,
PD,Pagerduty Inc,,,,,EUA,Stock,
PDD,PDD Holdings Inc - ADR,,,,,EUA,Stock,
PDEX,Pro-Dex Inc,,,,,EUA,Stock,
PDFS,PDF Solutions Inc,,,,,EUA,Stock,
PDLB,Ponce Financial Group Inc,,,,,EUA,Stock,
PDM,Piedmont Realty Trust Inc,,,,,EUA,Stock,
PDS,Precision Drilling Corp(Calgary),,,,,EUA,Stock,
PDSB,PDS Biotechnology Corp,,,,,EUA,Stock,
PEBK,Peoples Bancorp of North Carolina Inc,,,,,EUA,Stock,
PEBO,Peoples Bancorp Inc,,,,,EUA,Stock,
PEG,Public Service Enterprise Group Inc,,,,,EUA,Stock,
PEGA,Pegasystems Inc,,,,,EUA,Stock,
PEN,Penumbra Inc,,,,,EUA,Stock,
PENN,PENN Entertainment Inc,,,,,EUA,Stock,
PEP,PepsiCo Inc,,,,,EUA,Stock,
PERI,Perion Network Ltd Common Stock,,,,,EUA,Stock,
PESI,Perma-Fix Environmental Services Inc,,,,,EUA,Stock,
PETS,Petmed Express Inc,,,,,EUA,Stock,
PFBC,Preferred Bank,,,,,EUA,Stock,
PFC,Power Finance Corporation Ltd,,,,,EUA,Stock,
PFE,Pfizer Inc,,,,,EUA,Stock,
PFG,Principal Financial Group Inc,,,,,EUA,Stock,
PFGC,Performance Food Group Co,,,,,EUA,Stock,
PFH,Prudential Financial 4 125 Junior Subordinated Notes due 2060,,,,,EUA,Stock,
PFIN,Picton Income Fund ETF,,,,,EUA,Stock,
PFIS,Peoples Financial Services Corp,,,,,EUA,Stock,
PFLT,Pennantpark Floating Rate Capital Ltd,,,,,EUA,Stock,
PFS,Provident Financial Services Inc,,,,,EUA,Stock,
PFSI,PennyMac Financial Services Inc,,,,,EUA,Stock,
PG,Procter & Gamble Co,,,,,EUA,Stock,
PGC,Peapack-Gladstone Financial Corporation Common Stock,,,,,EUA,Stock,
PGEN,Precigen Inc,,,,,EUA,Stock,
PGNY,Progyny Inc,,,,,EUA,Stock,
PGR,Progressive Corp,,,,,EUA,Stock,
PH,Parker-Hannifin Corp,,,,,EUA,Stock,
PHAT,Phathom Pharmaceuticals Inc,,,,,EUA,Stock,
PHG,Koninklijke Philips NV,,,,,EUA,Stock,
PHI,PLDT Inc ADR,,,,,EUA,Stock,
PHIO,Phio Pharmaceuticals Corp,,,,,EUA,Stock,
PHM,Pultegroup Inc,,,,,EUA,Stock,
PHR,Phreesia Inc,,,,,EUA,Stock,
PHUN,Phunware Inc,,,,,EUA,Stock,
PHX,PHX Energy Services Corp,,,,,EUA,Stock,
PI,IMPINJ Inc,,,,,EUA,Stock,
PII,Polaris Inc,,,,,EUA,Stock,
PINC,Purpose Multi-Asset Income ETF,,,,,EUA,Stock,
PINS,Pinterest Inc,,,,,EUA,Stock,
PIPR,Piper Sandler Companies,,,,,EUA,Stock,
PJT,PJT Partners Inc,,,,,EUA,Stock,
PKBK,Parke Bancorp Inc,,,,,EUA,Stock,
PKE,Park Aerospace Corp,,,,,EUA,Stock,
PKG,Packaging Corp Of America,,,,,EUA,Stock,
PKOH,Park Ohio Holdings Corp,,,,,EUA,Stock,
PKX,Posco Holdings Inc,,,,,EUA,Stock,
PLAB,Photronics Inc,,,,,EUA,Stock,
PLAN,Progressive Planet Solutions Inc,,,,,EUA,Stock,
PLAY,"Dave and Buster's Entertainment, Inc",,,,,EUA,Stock,
PLBC,Plumas Bancorp,,,,,EUA,Stock,
PLCE,Children's Place Inc,,,,,EUA,Stock,
PLIN,Plaza Indonesia Realty Tbk PT,,,,,EUA,Stock,
PLL,Prudential Financial Inc,,,,,EUA,Stock,
PLMR,Palomar Holdings Inc,,,,,EUA,Stock,
PLNT,Planet Fitness Inc,,,,,EUA,Stock,
PLOW,Douglas Dynamics Inc,,,,,EUA,Stock,
PLPC,Preformed Line Products Co,,,,,EUA,Stock,
PLRX,Pliant Therapeutics Inc,,,,,EUA,Stock,
PLSE,Pulse Biosciences Inc,,,,,EUA,Stock,
PLT,Plenti Group Ltd,,,,,EUA,Stock,
PLTK,Playtika Holding Corp,,,,,EUA,Stock,
PLTR,Palantir Technologies Inc,,,,,EUA,Stock,
PLUG,Plug Power Inc,,,,,EUA,Stock,
PLUS,ePlus inc,,,,,EUA,Stock,
PLXS,Plexus Corp,,,,,EUA,Stock,
PM,Philip Morris International Inc.,,,,,EUA,Stock,
PME,Sentry Select Primary Metals Corp,,,,,EUA,Stock,
PMVP,PMV Pharmaceuticals Inc,,,,,EUA,Stock,
PNBK,Patriot National Bancorp Inc,,,,,EUA,Stock,
PNC,PNC Financial Services Group Inc,,,,,EUA,Stock,
PNFP,Pinnacle Financial Partners Inc Tenness,,,,,EUA,Stock,
PNM,Pacific Nickel Mines Ltd,,,,,EUA,Stock,
PNNT,PennantPark Investment Corp.,,,,,EUA,Stock,
PNR,Pentair PLC,,,,,EUA,Stock,
PNRG,Primeenergy Resources Corp,,,,,EUA,Stock,
PNTG,Pennant Group Inc,,,,,EUA,Stock,
PNW,Pinnacle West Capital Corp,,,,,EUA,Stock,
PODD,Insulet Corp,,,,,EUA,Stock,
POLA,Polar Power Inc,,,,,EUA,Stock,
POOL,Pool Corp,,,,,EUA,Stock,
POR,Portland General Electric Co,,,,,EUA,Stock,
POST,Post Holdings Inc,,,,,EUA,Stock,
POWI,Power Integrations Inc,,,,,EUA,Stock,
POWL,Powell Industries Inc,,,,,EUA,Stock,
POWW,Outdoor Holding Company,,,,,EUA,Stock,
PPC,Pilgrims Pride Corp,,,,,EUA,Stock,
PPG,PPG Industries Inc,,,,,EUA,Stock,
PPIH,Perma-Pipe International Holdings Inc,,,,,EUA,Stock,
PPL,PPL Corp,,,,,EUA,Stock,
PPSI,Pioneer Power Solutions Inc,,,,,EUA,Stock,
PRA,ProAssurance Corp,,,,,EUA,Stock,
PRAA,Pra Group Inc,,,,,EUA,Stock,
PRAX,Praxis Precision Medicines Inc,,,,,EUA,Stock,
PRDO,Perdoceo Education Corp,,,,,EUA,Stock,
PRG,PROG Holdings Inc,,,,,EUA,Stock,
PRGO,Perrigo Company PLC,,,,,EUA,Stock,
PRGS,Progress Software Corp,,,,,EUA,Stock,
PRI,"Primerica, Inc.",,,,,EUA,Stock,
PRIM,Primoris Services Corp,,,,,EUA,Stock,
PRLB,Proto Labs Inc,,,,,EUA,Stock,
PRLD,Prelude Therapeutics Inc,,,,,EUA,Stock,
PRO,Proservice Building Servcs Mrkplc PLC,,,,,EUA,Stock,
PROF,Profound Medical Corp,,,,,EUA,Stock,
PROV,Provident Financial Holdings Inc,,,,,EUA,Stock,
PRPH,ProPhase Labs Inc,,,,,EUA,Stock,
PRPL,Purple Innovation Inc,,,,,EUA,Stock,
PRPO,Precipio Inc,,,,,EUA,Stock,
PRQR,ProQR Therapeutics NV,,,,,EUA,Stock,
PRS,Prudential Financial 5.625% Junior Subordinated Notes Exp 2058,,,,,EUA,Stock,
PRT,PermRock Royalty Trust,,,,,EUA,Stock,
PRTA,Prothena Corporation PLC,,,,,EUA,Stock,
PRTH,Priority Technology Holdings Inc,,,,,EUA,Stock,
PRTS,Carparts.Com Inc,,,,,EUA,Stock,
PRU,Prudential Financial Inc,,,,,EUA,Stock,
PS,Pershing Square Inc,,,,,EUA,Stock,
PSEC,Prospect Capital Corporation,,,,,EUA,Stock,
PSFE,Paysafe Ltd,,,,,EUA,Stock,
PSHG,Performance Shipping Inc,,,,,EUA,Stock,
PSMT,PriceSmart Inc,,,,,EUA,Stock,
PSN,Parsons Corp,,,,,EUA,Stock,
PSNL,Personalis Inc,,,,,EUA,Stock,
PSTV,Plus Therapeutics Inc,,,,,EUA,Stock,
PSX,Phillips 66,,,,,EUA,Stock,
PTC,PTC Inc,,,,,EUA,Stock,
PTCT,"PTC Therapeutics, Inc.",,,,,EUA,Stock,
PTE,Pioneering Technology Corp,,,,,EUA,Stock,
PTEN,Patterson-UTI Energy Inc,,,,,EUA,Stock,
PTGX,Protagonist Therapeutics Inc,,,,,EUA,Stock,
PTNR,Partner Communications Company Ltd,,,,,EUA,Stock,
PTON,Peloton Interactive Inc,,,,,EUA,Stock,
PTPI,Petros Pharmaceuticals Inc,,,,,EUA,Stock,
PTR,PTR Minerals Ltd,,,,,EUA,Stock,
PUBM,PubMatic Inc,,,,,EUA,Stock,
PULM,Pulmatrix Inc,,,,,EUA,Stock,
PUMP,Propetro Holding Corp,,,,,EUA,Stock,
PVH,PVH Corp,,,,,EUA,Stock,
PVL,Permianville Royalty Trust,,,,,EUA,Stock,
PWR,Quanta Services Inc,,,,,EUA,Stock,
PXLW,Pixelworks Inc,,,,,EUA,Stock,
PXS,Pyxis Tankers Inc,,,,,EUA,Stock,
PYPD,Polypid Ltd,,,,,EUA,Stock,
PYPL,PayPal Holdings Inc,,,,,EUA,Stock,
PZZA,Papa John's International Inc,,,,,EUA,Stock,
